"astro-ph/0201470","Daniel Huber","Daniel Huber & Daniel Pfenniger","Long-Range Correlations in Self-Gravitating N-Body Systems","20 pages, 21 figures. Accepted for publication in A&A",,"10.1051/0004-6361:20020232",,"astro-ph cond-mat.stat-mech",,"  Observed self-gravitating systems reveal often fragmented non-equilibrium
structures that feature characteristic long-range correlations. However, models
accounting for non-linear structure growth are not always consistent with
observations and a better understanding of self-gravitating $N$-body systems
appears necessary. Because unstable gravitating systems are sensitive to
non-gravitational perturbations we study the effect of different dissipative
factors as well as different small and large scale boundary conditions on
idealized $N$-body systems. We find, in the interval of negative specific heat,
equilibrium properties differing from theoretical predictions made for
gravo-thermal systems, substantiating the importance of microscopic physics and
the lack of consistent theoretical tools to describe self-gravitating gas.
Also, in the interval of negative specific heat, yet outside of equilibrium,
unforced systems fragment and establish transient long-range correlations. The
strength of these correlations depends on the degree of granularity, suggesting
to make the resolution of mass and force coherent. Finally, persistent
correlations appear in model systems subject to an energy flow.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 16:01:51 GMT""}]","2009-11-07"
"astro-ph/0201481","David Lepischak","C. Alcock, R. A. Allsman, D. R. Alves, A. C. Becker, D. P. Bennett, K.
  H. Cook, A. J. Drake, K. C. Freeman, K. Griest, S. L. Hawley, S. Keller, M.
  J. Lehner, D. Lepischak, S. L. Marshall, D. Minniti, C. A. Nelson, B. A.
  Peterson, P. Popowski, M. R. Pratt, P. J. Quinn, A. W. Rodgers, N. Suntzeff,
  W. Sutherland, T. Vandehei, D. L. Welch","The MACHO Project LMC Variable Star Inventory: XII. Three Cepheid
  Variables in Eclipsing Binaries","35 pages, 14 tables, 6 figures, web address for photometry included,
  minor changes to abstract and author list, comments and references added to
  sections 3 and 5, accepted for publication in ApJ, direct scientific
  correspondence to D. Lepischak and D.L. Welch",,"10.1086/340560",,"astro-ph",,"  We present a method for solving the lightcurve of an eclipsing binary system
which contains a Cepheid variable as one of its components as well as the
solutions for three eclipsing Cepheids in the Large Magellanic Cloud (LMC). A
geometric model is constructed in which the component stars are assumed to be
spherical and on circular orbits. The emergent system flux is computed as a
function of time, with the intrinsic variations in temperature and radius of
the Cepheid treated self-consistently. Fitting the adopted model to photometric
observations, incorporating data from multiple bandpasses, yields a single
parameter set best describing the system. This method is applied to three
eclipsing Cepheid systems from the MACHO Project LMC database: MACHO ID's
6.6454.5, 78.6338.24 and 81.8997.87. A best-fit value is obtained for each
system's orbital period and inclination and for the relative radius, color and
limb-darkening coefficients of each star. Pulsation periods and
parameterizations of the intrinsic color variations of the Cepheids are also
obtained and the amplitude of the radial pulsation of each Cepheid is measured
directly. The system 6.6454.5 is found to contain a 4.97-day Cepheid, which
cannot be definitely classified as Type I or Type II, with an unexpectedly
brighter companion. The system 78.6338.24 consists of a 17.7-day, W Vir Class
Type II Cepheid with a smaller, dimmer companion. The system 81.8997.87
contains an intermediate-mass, 2.03-day overtone Cepheid with a dimmer, red
giant secondary.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 18:09:39 GMT""},{""version"":""v2"",""created"":""Wed, 13 Mar 2002 16:10:11 GMT""}]","2009-11-07"
"astro-ph/0201482","Panayotis Boumis","P. Boumis (1), F. Mavromatakis (1), E. V. Paleologou (2) ((1)
  Department of Physics, University of Crete (Greece), (2) Foundation for
  Research and Technology-Hellas (Greece))","First optical light from the supernova remnant G 17.4-2.3","6 pages, 5 figures, accepted for publication in A&A",,"10.1051/0004-6361:20020185",,"astro-ph",,"  Deep optical CCD images of the supernova remnant G 17.4-2.3 were obtained and
faint emission has been discovered. The images, taken in the emission lines of
Halpha+[N II], [S II] and [O III], reveal filamentary structures in the east,
south-east area, while diffuse emission in the south and central regions of the
remnant is also present. The radio emission in the same area is found to be
well correlated with the brightest optical filament. The flux calibrated images
suggest that the optical filamentary emission originates from shock-heated gas
([S II]/Halpha > 0.4), while the diffuse emission seems to originate from an
HII region ([S II]/Halpha < 0.3). Furthermore, deep long-slit spectra were
taken at the bright [O III] filament and clearly show that the emission
originates from shock heated gas. The [O III] flux suggests shock velocities
into the interstellar ""clouds"" greater than 100 km/s, while the [S II]
6716/6731 ratio indicates electron densities ~240 cm^{-3}. Finally, the Halpha
emission has been measured to be between 7 to 20 x 10^{-17} erg s^{-1} cm^{-2}
arcsec^{-2}.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 18:13:55 GMT""}]","2009-11-07"
"astro-ph/0201483","Andrea Pastorello","A. Pastorello, M. Turatto, S. Benetti, E. Cappellaro, I. J. Danziger,
  P. A. Mazzali, F. Patat, A. V. Filippenko, D. J. Schlegel, T. Matheson","The Type IIn SN 1995G: Interaction with the CSM","14 pages, including 11 figures. Accepted by MNRAS","Mon.Not.Roy.Astron.Soc. 333 (2002) 27","10.1046/j.1365-8711.2002.05366.x",,"astro-ph",,"  We present the photometric and spectroscopic evolution of the type IIn SN
1995G in NGC 1643, on the basis of 4 years of optical and infrared
observations. This supernova shows very flat optical light curves similar to SN
1988Z, with a slow decline rate at all times. The spectra are characterized by
strong Balmer lines with multiple components in emission and with a P-Cygni
absorption component blueshifted by only 700 km/s. This feature indicates the
presence of a slowly expanding shell above the SN ejecta as in the case of SNe
1994aj and 1996L. As in other SNe IIn the slow luminosity decline cannot be
explained only with a radioactive energy input and an additional source of
energy is required, most likely that produced by the interaction between
supernova ejecta and a pre--existent circumstellar medium. It was estimated
that the shell material has a density n(H) >> 10^8 cm^-3, consistent with the
absence of forbidden lines in the spectra. About 2 years after the burst the
low velocity shell is largely overtaken by the SN ejecta and the luminosity
drops at a faster rate.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 18:30:58 GMT""}]","2009-11-07"
"astro-ph/0201484","B. W. Holwerda","Benne W. Holwerda (1 and 2), Ronald J. Allen (1) and Pieter C. van der
  Kruit (2) ((1) Space Telescope Science Institute, (2) Kapteyn Institute
  Groningen)","Automating the Synthetic Field Method:Application to Sextans A","4 pages, 6 figures, submitted for the proceedings of The Dynamics,
  Structure and History of Galaxies: A Workshop in Honour of Prof. Ken Freeman",,,,"astro-ph",,"  We have automated the ``Synthetic Field Method'' developed by Gonzalez et
al.(1998) and used it to measure the opacity of the ISM in the Local Group
dwarf galaxy Sextans A by using the changes in counts of background galaxies
seen through the foreground system. The Sextans A results are consistent with
the observational relation found by Cuillandre et al. (2001) between dust
opacity and HI column density in the outer parts of M31.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 18:42:34 GMT""}]","2007-05-23"
"astro-ph/0201485","Ignacio Trujillo","I. Trujillo, A. Asensio Ramos, J. A. Rubino-Martin, Alister W. Graham,
  J. A. L. Aguerri, J. Cepa and C.M. Gutierrez","Triaxial stellar systems following the r^{1/n} luminosity law: an
  analytical mass-density expression, gravitational torques and the bulge/disc
  interplay","8 pages, 7 figures, MNRAS accepted","Mon.Not.Roy.Astron.Soc. 333 (2002) 510","10.1046/j.1365-8711.2002.05367.x",,"astro-ph",,"  We have investigated the structural and dynamical properties of triaxial
stellar systems whose surface brightness profiles follow the r^{1/n} luminosity
law - extending the analysis of Ciotti (1991) who explored the properties of
spherical r^{1/n} systems. A new `analytical' expression that accurately
reproduces the spatial (i.e. deprojected) luminosity density profiles (error <
0.1%) is presented for detailed modelling of the Sersic family of luminosity
profiles. We evaluate both the symmetric and the non--axisymmetric components
of the gravitational potential and force, and compute the torques as a function
of position. For a given triaxiality, stellar systems with smaller values of n
have a greater non-axisymmetric gravitational field component. We also explore
the strength of the non-axisymmetric forces produced by bulges with differing n
and triaxiality on systems having a range of bulge-to-disc ratios. The
increasing disc-to-bulge ratio with increasing galaxy type (decreasing n) is
found to heavily reduce the amplitude of the non-axisymmetric terms, and
therefore reduce the possibility that triaxial bulges in late-type systems may
be the mechanism or perturbation for nonsymmetric structures in the disc. Using
seeing-convolved r^{1/n}-bulge plus exponential-disc fits to the K-band data
from a sample of 80 nearby disc galaxies, we probe the relations between galaxy
type, Sersic index n and the bulge-to-disc luminosity ratio. These relations
are shown to be primarily a consequence of the relation between n and the total
bulge luminosity. In the K-band, the trend of decreasing bulge-to-disc
luminosity ratio along the spiral Hubble sequence is predominantly, although
not entirely, a consequence of the change in the total bulge luminosity; the
trend between the total disc luminosity and Hubble type is much weaker.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 19:21:21 GMT""}]","2009-11-07"
"astro-ph/0201486","Sergiy Silich","S. Silich, G. Tenorio-Tagle, C. Munoz-Tunon & L. M. Cairos","On the recent history of star formation in the BCD galaxy VII Zw403","23 pages, 6 figures, 4 table, Accepted for publication in
  Astronomical Journal",,"10.1086/339969",,"astro-ph",,"  The recent history of star formation in the BCD galaxy VII Zw403, is analysed
with accounts for the dynamics of the remnant generated either by an
instantaneous burst or by a continuous star formation event.
  We have re-observed VII Zw403 with a better sensitivity corresponding to the
threshold H$_{\alpha}$ flux $8.15 \times 10^{-17}$ erg cm$^{-2}$ s$^{-1}$. The
total H$_{\alpha}$ luminosity derived from our data is much larger than
reported before, and presents a variety of ionized filaments and incomplete
shells superimposed on the diffuse H$_{\alpha}$ emission. This result has a
profound impact on the predicted properties of the starburst blown superbubble.
Numerical calculations based on the previous H$_{\alpha}$ data, predict two
different scenarios of star formation able to match simultaneously all observed
parameters. These are an instantaneous burst of star formation with a total
mass of $5 \times 10^5$ M$_{\odot}$ and a star-forming event with a constant
SFR = $4 \times 10^{-3}$ M$_{\odot}$ yr$^{-1}$, which lasts for 35 Myrs. The
numerical calculations based on the energy input rate derived from our
observations predict a short episode of star formation lasting less than 10
Myrs with a total star cluster mass $\sim (1 - 3) \times 10^6$ M$_{\odot}$.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 19:24:47 GMT""}]","2009-11-07"
"astro-ph/0201487","John R. Thorstensen","John R. Thorstensen, William H. Fenton (Dartmouth), Joseph O.
  Patterson, Jonathan Kemp (Columbia), Thomas Krajci (CBA New Mexico), Isabelle
  Baraffe (Ecole Normale Superieure)","1RXS J232953.9+062814: A Dwarf Nova with a 64-minute Orbital Period and
  a Conspicuous Secondary Star","accepted to Astrophysical Journal Letters; 14 pages, 3 eps figures +
  1 jpg greyscale figure",,"10.1086/339905",,"astro-ph",,"  We present spectroscopy and time-series photometry of the newly discovered
dwarf nova 1RXS J232953.9+062814. Photometry in superoutburst reveals a
superhump with a period of 66.06(6) minutes. The low state spectrum shows
Balmer and HeI emission on a blue continuum, and in addition shows a rich
absorption spectrum of type K4 +- 2. The absorption velocity is modulated
sinusoidally at P_orb = 64.176(5) min, with semi-amplitude K = 348(4) km/s. The
low-state light curve is double-humped at this period, and phased as expected
for ellipsoidal variations. The absorption strength does not vary appreciably
around the orbit. The orbital period is shorter than any other cataclysmic
variable save for a handful of helium-star systems and V485 Centauri (59
minutes). The secondary is much hotter than main sequence stars of similar
mass, but is well-matched by helium-enriched models, indicating that the
secondary evolved from a more massive progenitor. A preliminary calculation in
which a 1.2 solar-mass star begins mass transfer near the end of H burning
matches this system's characteristics remarkably well.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 20:23:42 GMT""},{""version"":""v2"",""created"":""Wed, 30 Jan 2002 00:44:46 GMT""}]","2009-11-07"
"astro-ph/0201488","Peter Klinko","Peter Klinko, Bruce N. Miller","Angular momentum induced phase transition in spherical gravitational
  systems: N-body simulations","30 pages, 17 figures",,"10.1103/PhysRevE.65.056127",,"astro-ph",,"  The role of thermodynamics in the evolution of systems evolving under purely
gravitational forces is not completely established. Both the infinite range and
singularity in the Newtonian force law preclude the use of standard techniques.
However, astronomical observations of globular clusters suggests that they may
exist in distinct thermodynamic phases. Here, using dynamical simulation, we
investigate a model gravitational system which exhibits a phase transition in
the mean field limit. The system consists of rotating, concentric, mass shells
of fixed angular momentum magnitude and shares identical equilibrium properties
with a three dimensional point mass system satisfying the same condition. The
mean field results show that a global entropy maximum exists for the model, and
a first order phase transition takes place between ""quasi-uniform"" and
''core-halo'' states, in both the microcanonical and canonical ensembles. Here
we investigate the evolution and, with time averaging, the equilibrium
properties of the isolated system. Simulations were carried out in the
transition region, at the critical point, and in each clearly defined
thermodynamic phase, and striking differences were found in each case. We find
full agreement with mean field theory when finite size scaling is accounted
for. In addition, we find that (1) equilibration obeys power law behavior, (2)
virialization, equilibration, and the decay of correlations in both position
and time, are very slow in the transition region, suggesting the system is also
spending time in the metastable phase, (3) there is strong evidence of
long-lived, collective, oscillations in the supercritical region.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 20:35:57 GMT""}]","2009-11-07"
"astro-ph/0201489","Nathan Smith","Nathan Smith, Robert D. Gehrz, Phillip M. Hinz, William F. Hoffmann,
  Eric E. Mamajek, Michael R. Meyer, and Joseph L. Hora","A disrupted circumstellar torus inside eta Carinae's Homunculus Nebula","8 pages, 3 figures (Fig. 1 in color); to appear in ApJ Letters",,"10.1086/339897",,"astro-ph",,"  We present thermal infrared images of the bipolar nebula surrounding eta
Carinae at six wavelengths from 4.8 to 24.5 microns. These were obtained with
the MIRAC3 camera system at the Magellan Observatory. Our images reveal new
intricate structure in the bright core of the nebula, allowing us to
re-evaluate interpretations of morphology seen in images with lower resolution.
Complex structures in the core might not arise from a pair of overlapping rings
or a cool (110 K) and very massive dust torus, as has been suggested recently.
Instead, it seems more likely that the arcs and compact knots comprise a warm
(350 K) disrupted torus at the intersection of the larger polar lobes. Some of
the arcs appear to break out of the inner core region, and may be associated
with equatorial features seen in optical images. The torus could have been
disrupted by a post-eruption stellar wind, or by ejecta from the Great Eruption
itself if the torus existed before that event. Kinematic data are required to
rule out either possibility.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 20:55:31 GMT""}]","2009-11-07"
"astro-ph/0201490","Alexander Knebe","Alexander Knebe (Swinburne), Alvaro Dominguez (MPI fuer
  Metallforschung, Stuttgart)","On the reliability of initial conditions for dissipationless
  cosmological simulations","22 pages, 12 figures, replaced with major revision to previous
  submission, PASA in press","Publ.Astron.Soc.Pac.20:1,2003","10.1071/AS02039",,"astro-ph",,"  We present the study of ten random realizations of a density field
characterized by a cosmological power spectrum P(k) at redshift z=50. The
reliability of such initial conditions for n-body simulations are tested with
respect to their correlation properties. The power spectrum P(k), and the mass
variance sigmaM(r) do not show detectable deviations from the desired behavior
in the intermediate range of scales between the mean interparticle distance and
the simulation volume. The estimator for xi(r) is too noisy to detect any
reliable signal at the initial redshift z=50. The particle distributions are
then evolved forward until z=0. This allows us to explore the cosmic variance
stemming from the random nature of the initial conditions. With cosmic variance
we mean the fact that a simulation represents a single realization of the
stochastic initial conditions whereas the real Universe contains many
realizations of regions of the size of the box; this problem affects most
importantly the scales at about the fundamental mode. We study morphological
descriptors of the matter distribution such as the genus, as well as the
internal properties of the largest object(s) forming in the box. We find that
the scatter is at least comparable to the scatter in the fundamental mode.
","[{""version"":""v1"",""created"":""Tue, 29 Jan 2002 21:00:46 GMT""},{""version"":""v2"",""created"":""Fri, 21 Feb 2003 02:31:38 GMT""}]","2009-11-07"
